customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0006166,Female,1,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,96.08,2667.15,No
C0006167,Female,1,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.17,1069.5,Yes
C0006168,Female,1,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.02,979.06,No
C0006169,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,43.46,2206.24,No
C0006170,Female,1,No,Yes,30,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,93.89,2880.63,No
C0006171,Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.76,1287.76,No
C0006172,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.27,1855.94,No
C0006173,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,44.26,762.85,Yes
C0006174,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.42,863.96,No
C0006175,Male,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),14.85,623.95,No
C0006176,Female,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.69,1358.36,No
C0006177,Female,1,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.03,2286.74,No
C0006178,Male,0,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,858.92,No
C0006179,Female,1,No,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,107.51,4077.21,No
C0006180,Female,0,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.04,2310.86,Yes
C0006181,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),118.95,3655.45,No
C0006182,Female,1,Yes,Yes,39,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.22,4174.05,No
C0006183,Female,1,No,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),115.5,5548.56,Yes
C0006184,Female,1,Yes,Yes,36,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.11,2580.15,No
C0006185,Female,0,No,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,79.22,3344.07,No
C0006186,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),140.44,3294.92,No
C0006187,Male,1,No,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),120.83,3573.76,No
C0006188,Male,0,No,Yes,30,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,105.0,3083.03,Yes
C0006189,Male,0,No,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.74,831.44,No
C0006190,Female,1,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.51,3102.24,No
C0006191,Female,1,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.47,880.95,No
C0006192,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),16.87,593.33,No
C0006193,Female,1,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,137.27,4956.25,No
C0006194,Male,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),17.85,617.75,No
C0006195,Female,0,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,62.53,2714.59,No
C0006196,Female,1,No,Yes,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,108.14,2987.79,No
C0006197,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.43,1031.94,Yes
C0006198,Male,1,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),14.8,220.53,Yes
C0006199,Male,1,No,No,23,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),108.41,2614.12,Yes
C0006200,Female,1,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.69,3979.41,Yes
C0006201,Female,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.81,1600.58,No
C0006202,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.04,1603.97,No
C0006203,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,55.88,1064.09,Yes
C0006204,Female,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.01,1420.5,No
C0006205,Female,1,No,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,117.52,5874.95,No
C0006206,Female,0,Yes,Yes,36,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.3,2738.09,No
C0006207,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),41.49,989.75,No
C0006208,Female,0,No,Yes,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.92,3111.79,Yes
C0006209,Male,1,Yes,Yes,31,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,103.53,3245.64,Yes
C0006210,Male,1,No,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.26,808.16,No
C0006211,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),123.86,4394.82,No
C0006212,Female,1,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),130.01,4585.68,No
C0006213,Female,1,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),61.41,2905.43,Yes
C0006214,Female,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),17.9,558.33,No
C0006215,Female,0,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),9.61,296.79,No
C0006216,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,112.0,2578.25,Yes
C0006217,Male,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),40.87,1306.92,Yes
C0006218,Female,0,No,Yes,45,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,104.59,4726.16,No
C0006219,Female,1,No,Yes,17,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,80.23,1425.99,Yes
C0006220,Male,1,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),12.99,654.2,Yes
C0006221,Female,1,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.02,1420.48,No
C0006222,Female,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.55,1765.48,No
C0006223,Female,0,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.65,559.69,No
C0006224,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,113.71,3245.9,Yes
C0006225,Male,0,Yes,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.91,409.13,Yes
C0006226,Female,1,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.66,1223.25,No
C0006227,Male,1,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,120.66,5903.92,No
C0006228,Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),129.27,3088.12,Yes
C0006229,Female,1,Yes,No,27,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,112.31,3081.59,No
C0006230,Male,1,Yes,No,26,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.9,3013.23,No
C0006231,Female,1,Yes,No,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,126.36,4542.42,No
C0006232,Female,0,Yes,Yes,49,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),116.83,5759.35,No
C0006233,Male,0,No,Yes,43,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,98.69,4326.34,Yes
C0006234,Male,1,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.73,1923.86,Yes
C0006235,Female,0,No,Yes,33,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.64,3612.44,No
C0006236,Female,0,No,Yes,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),105.08,5297.94,Yes
C0006237,Male,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.13,1047.16,No
C0006238,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),51.0,1444.62,No
C0006239,Male,0,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.22,480.13,No
C0006240,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),88.02,2901.73,Yes
C0006241,Female,1,No,Yes,36,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.31,4036.95,No
C0006242,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,102.01,3171.82,Yes
C0006243,Female,0,No,Yes,45,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),73.98,3346.51,No
C0006244,Male,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,112.54,5167.53,No
C0006245,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.57,868.2,No
C0006246,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.81,1099.76,No
C0006247,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),44.82,1617.1,No
C0006248,Male,0,Yes,No,40,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,66.74,2801.31,No
C0006249,Male,1,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.55,1506.97,No
C0006250,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.88,1223.76,Yes
C0006251,Male,1,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.98,1556.85,No
C0006252,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,109.93,3803.8,Yes
C0006253,Female,1,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.91,799.42,No
C0006254,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),41.15,1558.4,No
C0006255,Female,1,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.27,811.31,No
C0006256,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.46,610.72,No
C0006257,Female,0,Yes,Yes,43,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,67.81,2736.9,No
C0006258,Female,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),123.11,3842.5,No
C0006259,Male,1,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.33,2031.04,No
C0006260,Female,1,Yes,No,55,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,84.88,4576.95,No
C0006261,Male,1,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),142.11,5913.45,No
C0006262,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.9,1197.07,No
C0006263,Female,1,Yes,No,34,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.42,2652.93,No
C0006264,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.28,1715.42,No
C0006265,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.95,1691.66,No
C0006266,Female,0,Yes,Yes,31,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.94,2851.16,Yes
C0006267,Male,1,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,103.33,4416.08,No
C0006268,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.06,3413.59,No
C0006269,Female,0,Yes,Yes,30,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.56,3411.66,No
C0006270,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,86.55,3570.79,No
C0006271,Female,1,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,106.1,3503.68,No
C0006272,Female,1,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.64,4049.7,No
C0006273,Female,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,128.78,4758.8,Yes
C0006274,Male,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),46.8,1284.87,No
C0006275,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.87,1769.63,No
C0006276,Female,1,Yes,No,35,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,85.6,2965.19,No
C0006277,Female,1,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.95,4463.79,Yes
C0006278,Female,1,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.44,1744.19,No
C0006279,Male,1,No,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.22,563.77,Yes
C0006280,Female,1,No,Yes,36,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),76.2,2862.87,No
C0006281,Female,0,Yes,Yes,27,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,114.19,2849.75,No
C0006282,Male,0,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,15.62,623.55,No
C0006283,Female,1,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,735.16,No
C0006284,Male,1,No,Yes,44,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,98.35,4495.92,No
C0006285,Male,0,No,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.27,809.72,No
C0006286,Female,1,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.76,4208.92,No
C0006287,Female,1,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),17.87,560.35,No
C0006288,Male,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),133.57,5622.39,Yes
C0006289,Male,1,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),52.66,2434.09,No
C0006290,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.37,1578.62,Yes
C0006291,Female,1,Yes,Yes,51,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.47,4106.19,No
C0006292,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.32,3367.53,No
C0006293,Female,1,Yes,No,48,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,118.79,5778.83,Yes
C0006294,Female,1,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.98,1156.84,Yes
C0006295,Female,1,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.55,1212.33,Yes
C0006296,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),104.29,3670.31,No
C0006297,Male,1,No,Yes,45,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),109.26,5012.04,Yes
C0006298,Female,1,Yes,No,34,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.78,2879.82,No
C0006299,Male,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.87,980.4,No
C0006300,Female,0,Yes,No,37,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.8,2828.79,No
C0006301,Female,1,No,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),136.94,5622.6,No
C0006302,Female,1,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,116.85,5764.59,Yes
C0006303,Female,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),48.47,1373.23,No
C0006304,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.09,1387.05,Yes
C0006305,Female,1,Yes,No,28,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.37,2232.92,No
C0006306,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.3,2276.9,Yes
C0006307,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.48,1565.31,No
C0006308,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.26,1041.26,Yes
C0006309,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.93,1869.09,No
C0006310,Female,1,No,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),106.52,2626.05,Yes
C0006311,Female,1,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.72,5007.17,No
C0006312,Female,0,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.44,788.43,Yes
C0006313,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,82.1,2661.71,Yes
C0006314,Female,1,No,Yes,34,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),100.55,3447.3,No
C0006315,Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),17.71,278.45,Yes
C0006316,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),135.28,4442.74,Yes
C0006317,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.34,1205.51,No
C0006318,Female,1,Yes,No,23,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,105.03,2519.4,Yes
C0006319,Male,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.94,599.98,No
C0006320,Female,0,No,Yes,43,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),97.63,4037.42,No
C0006321,Female,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37.83,1050.63,No
C0006322,Female,1,Yes,No,47,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.17,3100.97,Yes
C0006323,Male,0,Yes,Yes,36,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,117.02,4323.52,No
C0006324,Female,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.55,587.18,Yes
C0006325,Male,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,113.02,4303.66,No
C0006326,Male,1,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),13.48,632.24,No
C0006327,Male,0,No,Yes,30,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.74,2027.96,No
C0006328,Male,1,No,Yes,50,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,90.12,4558.02,No
C0006329,Female,1,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,120.64,5176.13,Yes
C0006330,Male,1,No,No,44,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,70.36,3211.51,No
C0006331,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.65,3867.6,No
C0006332,Female,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),115.49,6194.36,No
C0006333,Female,1,Yes,Yes,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,108.8,2284.17,Yes
C0006334,Female,0,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.36,959.72,No
C0006335,Female,1,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.93,6237.51,Yes
C0006336,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.66,3893.46,No
