Customer_ID,Tenure_Months,Monthly_Charges,Total_Charges,Data_GB_Per_Month,Support_Tickets_Last_Month,International_Plan,Voicemail_Plan,Paperless_Billing,Service_Tier,Customer_Priority,Payment_Method,Contract_Type,Region,Churn
CUST00681,32,20.0,672.31,12.8,2.0,No,No,Not Enrolled,Basic,Medium,Bank Transfer,Month-to-Month,Northeast,No
CUST00682,10,38.71,412.12,2.8,2.0,Yes,Yes,Enrolled,Standard,Low,Credit Card,Month-to-Month,Southeast,No
CUST00683,4,44.4,253.98,4.2,2.0,No,Yes,Enrolled,Basic,Low,Credit Card,One Year,Midwest,Yes
CUST00684,4,105.73,450.3,16.5,2.0,No,No,Enrolled,Premium,,Mailed Check,One Year,Southwest,Yes
CUST00685,6,46.88,220.82,2.3,0.0,Yes,No,Enrolled,Standard,Low,,Month-to-Month,Northeast,No
CUST00686,24,74.73,1553.9,14.6,0.0,No,No,Not Enrolled,Standard,Low,Credit Card,One Year,Southeast,No
CUST00687,15,67.03,1071.9,8.5,1.0,No,Yes,Not Enrolled,Standard,,Credit Card,Month-to-Month,West,No
CUST00688,1,33.85,0.0,8.0,1.0,No,No,Enrolled,Basic,,Mailed Check,Month-to-Month,Southeast,No
CUST00689,26,25.1,650.23,1.2,2.0,No,No,Not Enrolled,Basic,Low,Bank Transfer,One Year,West,No
CUST00690,14,78.67,1041.08,,0.0,No,,,Enterprise,Low,,One Year,,No
CUST00691,39,71.23,2660.32,11.1,3.0,No,Yes,Not Enrolled,Premium,,Credit Card,Month-to-Month,Southeast,No
CUST00692,14,41.56,609.86,11.3,1.0,No,No,Enrolled,Standard,,Electronic Check,Month-to-Month,Southeast,No
CUST00693,10,85.34,882.89,2.0,0.0,No,No,Enrolled,Enterprise,,Credit Card,Month-to-Month,Northeast,Yes
CUST00694,3,55.39,230.95,3.1,2.0,No,No,Enrolled,Standard,Low,Bank Transfer,Two Year,Northeast,Yes
CUST00695,8,84.22,767.4,3.4,2.0,No,Yes,Enrolled,Standard,Low,Credit Card,Month-to-Month,Midwest,No
CUST00696,20,59.97,1252.99,1.7,1.0,No,Yes,Enrolled,Standard,,Credit Card,Month-to-Month,Northeast,No
CUST00697,4,78.33,251.34,2.2,2.0,No,No,Not Enrolled,Standard,Low,Credit Card,Month-to-Month,West,No
CUST00698,27,48.15,1322.19,7.0,0.0,Yes,No,Enrolled,Standard,,Credit Card,Month-to-Month,Southwest,No
CUST00699,9,92.82,871.55,9.8,1.0,No,Yes,Enrolled,Standard,High,Credit Card,One Year,Southwest,No
CUST00700,9,57.79,529.11,,2.0,Yes,Yes,Enrolled,Standard,,Electronic Check,Two Year,West,No
CUST00701,6,76.43,,,,Yes,No,,,,,Month-to-Month,Southwest,No
CUST00702,15,61.6,941.86,3.4,1.0,No,No,Enrolled,,High,Credit Card,Two Year,West,No
CUST00703,30,59.68,1653.14,,2.0,No,Yes,Enrolled,Enterprise,,Bank Transfer,Two Year,Southeast,No
CUST00704,11,95.98,1121.16,34.1,2.0,No,Yes,Not Enrolled,Basic,Medium,Bank Transfer,One Year,Northeast,No
CUST00705,18,48.55,893.21,,0.0,No,No,Enrolled,,,Credit Card,Month-to-Month,Midwest,Yes
CUST00706,41,73.83,3357.19,4.2,2.0,Yes,Yes,Not Enrolled,Premium,,Bank Transfer,Month-to-Month,Southeast,No
CUST00707,2,54.36,11.74,,2.0,No,No,Enrolled,Standard,,Credit Card,One Year,West,No
CUST00708,51,87.78,4206.62,6.6,3.0,No,Yes,Not Enrolled,Enterprise,Low,Mailed Check,Month-to-Month,Southeast,No
CUST00709,1,104.9,60.58,1.4,1.0,No,No,Not Enrolled,Enterprise,,Credit Card,One Year,West,No
CUST00710,43,56.84,,,,No,,Enrolled,,,,Month-to-Month,,No
CUST00711,31,100.79,2906.11,28.9,3.0,No,Yes,Enrolled,Premium,Low,Mailed Check,Month-to-Month,West,Yes
CUST00712,65,40.43,2789.94,1.4,2.0,No,No,Enrolled,Basic,,Mailed Check,Month-to-Month,West,No
CUST00713,30,41.91,1370.98,0.6,3.0,Yes,No,Not Enrolled,Standard,,Credit Card,Month-to-Month,West,No
CUST00714,1,68.85,17.67,21.5,3.0,Yes,No,Enrolled,Standard,Medium,Credit Card,Two Year,Midwest,No
CUST00715,9,75.72,810.07,7.7,1.0,No,Yes,Enrolled,Enterprise,Medium,Credit Card,One Year,Southeast,No
CUST00716,1,80.01,,25.6,5.0,No,No,Enrolled,Enterprise,Low,Mailed Check,Two Year,Midwest,No
CUST00717,7,53.03,444.71,7.6,4.0,No,No,Enrolled,Standard,High,Electronic Check,Two Year,Midwest,Yes
CUST00718,27,54.02,1414.47,8.7,,No,No,Not Enrolled,Standard,Low,Credit Card,Month-to-Month,Southwest,Yes
CUST00719,15,108.56,1776.34,6.0,1.0,No,Yes,Not Enrolled,Premium,,Electronic Check,Two Year,West,No
CUST00720,21,75.23,1459.45,1.6,2.0,No,No,Not Enrolled,Premium,,Credit Card,Two Year,Midwest,No
CUST00721,68,73.22,4920.8,13.2,1.0,No,Yes,Not Enrolled,Basic,Medium,Bank Transfer,One Year,West,No
CUST00722,42,36.96,1667.53,16.6,3.0,No,No,Enrolled,Basic,,Credit Card,Month-to-Month,Midwest,No
CUST00723,3,22.73,120.35,4.3,1.0,No,No,Enrolled,Basic,,Credit Card,One Year,Southwest,No
CUST00724,8,22.68,235.9,8.7,1.0,Yes,No,Enrolled,Basic,VIP,Bank Transfer,Two Year,Northeast,No
CUST00725,16,42.47,673.15,39.2,2.0,No,Yes,Enrolled,Premium,,Bank Transfer,Two Year,Southeast,No
CUST00726,46,53.91,2540.23,3.2,0.0,No,Yes,Not Enrolled,Standard,,Credit Card,Month-to-Month,Southeast,No
CUST00727,37,60.21,2195.38,6.7,0.0,No,No,Not Enrolled,Standard,Medium,Credit Card,One Year,Midwest,No
CUST00728,2,59.69,152.97,2.4,0.0,No,No,Not Enrolled,Premium,VIP,Credit Card,One Year,Southeast,No
CUST00729,6,74.19,406.78,1.0,3.0,No,No,Enrolled,Premium,,Mailed Check,Two Year,Southwest,No
CUST00730,11,111.47,1240.29,1.8,1.0,No,No,Not Enrolled,Enterprise,,Credit Card,Month-to-Month,Southeast,No
CUST00731,18,71.12,1259.8,6.5,2.0,No,No,Enrolled,Standard,,Electronic Check,Two Year,Midwest,No
CUST00732,20,27.13,542.7,41.8,3.0,No,No,Not Enrolled,Basic,,,One Year,Northeast,No
CUST00733,67,112.28,7501.86,7.5,2.0,Yes,Yes,Enrolled,Premium,,Bank Transfer,One Year,Southwest,No
CUST00734,31,63.09,2023.13,13.7,3.0,Yes,Yes,Enrolled,Basic,,Credit Card,Month-to-Month,Southeast,No
CUST00735,4,131.5,625.72,23.6,2.0,No,No,Not Enrolled,Enterprise,Low,Mailed Check,One Year,Northeast,No
CUST00736,18,81.58,1599.87,16.6,2.0,No,No,Not Enrolled,Premium,Low,Electronic Check,Month-to-Month,Southwest,No
CUST00737,34,60.23,2151.88,3.5,2.0,No,No,Enrolled,Enterprise,,Bank Transfer,One Year,West,No
CUST00738,28,48.35,1213.99,3.1,,No,No,Enrolled,Enterprise,High,Bank Transfer,Two Year,Southeast,No
CUST00739,39,65.22,2476.97,14.4,1.0,No,No,Enrolled,Standard,Low,Credit Card,Month-to-Month,Northeast,No
CUST00740,6,119.5,696.85,15.4,1.0,No,No,Enrolled,Premium,Medium,Credit Card,Two Year,Southwest,No
CUST00741,39,49.28,,,0.0,No,,Not Enrolled,,,,Month-to-Month,,No
CUST00742,23,72.59,1530.79,14.1,0.0,Yes,No,Not Enrolled,Basic,,Mailed Check,Two Year,Southeast,No
CUST00743,7,70.7,432.12,,,No,,Enrolled,,,,Month-to-Month,,No
CUST00744,18,89.89,1753.62,2.1,0.0,No,Yes,Enrolled,Enterprise,High,Bank Transfer,Two Year,Southwest,No
CUST00745,50,123.26,5814.69,1.7,0.0,No,,,,,,Month-to-Month,,No
CUST00746,52,71.38,3322.62,10.7,1.0,No,No,Not Enrolled,Basic,Medium,Electronic Check,One Year,Northeast,No
CUST00747,5,39.25,300.3,18.0,1.0,Yes,No,Not Enrolled,Basic,Medium,Credit Card,Month-to-Month,Northeast,No
CUST00748,9,40.15,353.87,3.3,0.0,No,Yes,Not Enrolled,Standard,,Credit Card,One Year,Southwest,No
CUST00749,6,52.17,396.25,12.0,2.0,No,No,Not Enrolled,Standard,Medium,Credit Card,One Year,Southeast,Yes
CUST00750,23,97.35,2047.71,8.3,2.0,No,No,Enrolled,Premium,Low,Mailed Check,Month-to-Month,West,No
CUST00751,10,20.0,184.91,4.6,5.0,No,No,Enrolled,Basic,,Bank Transfer,One Year,Southeast,Yes
CUST00752,2,70.54,196.19,5.2,1.0,No,Yes,Not Enrolled,Standard,Low,,Month-to-Month,Southeast,No
CUST00753,7,32.15,199.05,18.4,0.0,No,No,Enrolled,Premium,High,Bank Transfer,One Year,West,No
CUST00754,4,48.46,129.83,,1.0,No,,,,,Electronic Check,Month-to-Month,,Yes
CUST00755,10,82.84,767.05,16.4,1.0,Yes,Yes,Enrolled,Standard,High,Mailed Check,One Year,West,No
CUST00756,23,104.57,2426.6,1.3,1.0,No,Yes,Enrolled,Standard,Low,Credit Card,Month-to-Month,Southwest,Yes
CUST00757,4,61.36,246.21,16.2,0.0,No,No,Enrolled,Basic,Medium,Mailed Check,Month-to-Month,Southeast,Yes
CUST00758,36,52.95,1833.42,30.1,0.0,Yes,Yes,Not Enrolled,Basic,,Mailed Check,Month-to-Month,Midwest,No
CUST00759,4,55.07,160.43,2.7,3.0,No,No,Not Enrolled,Premium,,Credit Card,One Year,West,No
CUST00760,50,66.23,2965.48,1.3,2.0,No,Yes,Enrolled,Premium,,Electronic Check,Two Year,Northeast,No
CUST00761,18,76.67,1398.03,12.3,0.0,Yes,No,Not Enrolled,Premium,Medium,Credit Card,Two Year,Southwest,No
CUST00762,18,33.42,559.9,11.4,1.0,No,No,Not Enrolled,Basic,Low,Bank Transfer,Month-to-Month,Southwest,Yes
CUST00763,7,79.39,569.56,5.2,0.0,No,No,Enrolled,Basic,,Bank Transfer,Two Year,Southeast,No
CUST00764,26,114.41,3123.94,5.4,3.0,Yes,Yes,Not Enrolled,,,Bank Transfer,Two Year,Northeast,No
CUST00765,3,45.88,93.51,,1.0,No,,,,Low,,One Year,,No
CUST00766,5,39.43,193.32,7.6,2.0,Yes,Yes,Enrolled,Basic,Low,Bank Transfer,Month-to-Month,Southwest,No
CUST00767,18,80.0,1452.93,11.8,2.0,Yes,No,Not Enrolled,Premium,,Bank Transfer,Month-to-Month,Southeast,Yes
CUST00768,8,70.16,687.06,7.1,3.0,Yes,No,Enrolled,Standard,,Electronic Check,Two Year,Northeast,No
CUST00769,50,36.52,1836.93,,,No,Yes,Not Enrolled,,,,Two Year,,No
CUST00770,18,76.04,1488.07,,2.0,No,No,Enrolled,Premium,Medium,Credit Card,Month-to-Month,Northeast,Yes
CUST00771,4,54.88,184.44,8.0,1.0,No,No,Not Enrolled,Basic,Low,Bank Transfer,Two Year,West,No
CUST00772,35,88.37,3031.88,8.5,1.0,Yes,Yes,Not Enrolled,Basic,Medium,Bank Transfer,Two Year,Midwest,No
CUST00773,10,62.32,,9.8,,No,No,Enrolled,,,,Two Year,,No
CUST00774,5,80.89,331.75,5.2,2.0,No,No,Enrolled,Premium,Low,Credit Card,One Year,West,No
CUST00775,3,75.54,261.4,15.4,4.0,No,Yes,Enrolled,Enterprise,Low,Electronic Check,One Year,Southwest,No
CUST00776,13,92.53,1184.87,5.3,0.0,No,No,Not Enrolled,Premium,Low,Credit Card,Month-to-Month,Southeast,No
CUST00777,20,91.9,1734.38,4.9,1.0,No,No,Enrolled,Standard,Low,Electronic Check,Month-to-Month,Midwest,No
CUST00778,11,20.0,312.66,2.3,1.0,No,No,Enrolled,Basic,Medium,Credit Card,Month-to-Month,West,No
CUST00779,14,77.18,1021.83,7.2,0.0,No,,Not Enrolled,Premium,Low,Electronic Check,Month-to-Month,Southeast,No
CUST00780,31,95.05,3038.55,23.6,1.0,No,No,Enrolled,,Low,Credit Card,Month-to-Month,Midwest,No
CUST00781,15,131.73,2090.54,27.1,1.0,No,No,Not Enrolled,Basic,Low,Electronic Check,One Year,Southwest,No
CUST00782,18,68.31,1309.07,4.8,3.0,No,No,Not Enrolled,Standard,Low,Credit Card,One Year,Southwest,Yes
CUST00783,5,108.77,600.11,1.6,2.0,No,No,Not Enrolled,Premium,,Credit Card,Two Year,Southwest,Yes
CUST00784,2,20.0,101.78,4.8,2.0,No,No,Enrolled,Basic,,Credit Card,Month-to-Month,Southeast,Yes
CUST00785,3,95.78,323.6,10.3,1.0,No,No,Enrolled,Standard,,Bank Transfer,Two Year,Northeast,No
CUST00786,1,37.27,140.87,18.6,0.0,Yes,No,Not Enrolled,Basic,VIP,Bank Transfer,Month-to-Month,Northeast,No
CUST00787,4,93.33,271.51,20.1,2.0,No,No,Enrolled,Premium,High,Bank Transfer,Two Year,Northeast,No
CUST00788,43,64.31,,,,Yes,,,Basic,High,,Two Year,,No
CUST00789,13,92.84,1323.2,3.6,0.0,Yes,,Enrolled,,,Credit Card,Month-to-Month,Northeast,No
CUST00790,24,68.58,,4.2,,No,,,,Low,,Month-to-Month,,No
CUST00791,55,56.06,2838.19,4.2,0.0,No,Yes,Enrolled,Standard,High,Electronic Check,Two Year,Southwest,No
CUST00792,31,138.22,4678.4,7.8,1.0,No,Yes,Enrolled,,Low,Electronic Check,One Year,Midwest,No
CUST00793,2,58.54,215.37,10.1,0.0,No,,Enrolled,Basic,Low,Credit Card,Two Year,Southwest,Yes
CUST00794,15,20.0,303.75,13.5,3.0,No,Yes,Enrolled,,Medium,Bank Transfer,Two Year,Southeast,No
CUST00795,20,61.79,1144.78,4.7,0.0,No,Yes,Not Enrolled,Basic,,Electronic Check,Month-to-Month,Midwest,Yes
CUST00796,52,62.16,3398.04,3.6,4.0,No,Yes,Not Enrolled,Basic,VIP,Electronic Check,Two Year,West,No
CUST00797,46,44.76,2114.02,,0.0,No,Yes,Enrolled,Standard,,Credit Card,Two Year,Southwest,No
CUST00798,4,35.94,169.91,,1.0,No,Yes,Not Enrolled,Basic,Medium,Bank Transfer,Month-to-Month,Southeast,No
CUST00799,8,74.41,520.5,3.2,0.0,No,Yes,Not Enrolled,Standard,Medium,Mailed Check,Month-to-Month,Midwest,Yes
CUST00800,18,53.34,991.62,5.3,3.0,No,No,Enrolled,Basic,Medium,Mailed Check,One Year,Midwest,No
CUST00801,3,89.45,222.39,2.1,1.0,No,No,Enrolled,Basic,High,Bank Transfer,Month-to-Month,Northeast,Yes
CUST00802,2,44.69,155.67,5.2,1.0,Yes,Yes,Enrolled,Standard,Low,Credit Card,Month-to-Month,West,No
CUST00803,10,102.79,1156.87,11.6,1.0,No,No,Enrolled,Standard,,Electronic Check,One Year,Midwest,No
CUST00804,4,58.27,219.51,5.3,0.0,No,Yes,Enrolled,Standard,Medium,Mailed Check,One Year,Northeast,Yes
CUST00805,1,96.92,93.63,21.7,1.0,No,No,Enrolled,Premium,,Bank Transfer,One Year,Northeast,No
CUST00806,6,91.26,472.55,10.6,1.0,Yes,No,Enrolled,Standard,Medium,Credit Card,Two Year,Southeast,No
CUST00807,11,77.59,936.31,50.0,2.0,Yes,No,Not Enrolled,Standard,Low,Credit Card,One Year,Southwest,No
CUST00808,12,60.68,677.96,12.9,3.0,No,No,Enrolled,Standard,Medium,Credit Card,Month-to-Month,West,No
CUST00809,22,32.51,710.34,11.4,2.0,Yes,Yes,Not Enrolled,Basic,,Credit Card,Month-to-Month,Southeast,Yes
CUST00810,7,58.09,481.45,5.1,2.0,No,Yes,Not Enrolled,Basic,Low,Credit Card,Two Year,Southeast,Yes
CUST00811,27,70.52,1946.96,6.7,0.0,No,No,Not Enrolled,Basic,,Mailed Check,Two Year,Southeast,No
CUST00812,14,73.28,986.48,24.7,4.0,No,No,Enrolled,Basic,Medium,Bank Transfer,Month-to-Month,West,No
CUST00813,21,75.16,,,,No,Yes,,,,,Two Year,,No
CUST00814,6,53.59,247.44,7.5,,Yes,No,Enrolled,,Medium,Mailed Check,Month-to-Month,Southwest,No
CUST00815,4,32.57,97.07,4.1,2.0,Yes,No,Enrolled,Basic,Medium,Bank Transfer,Two Year,Midwest,No
CUST00816,51,46.6,2459.34,2.9,0.0,No,No,Enrolled,Basic,Medium,Electronic Check,Month-to-Month,Midwest,No
CUST00817,1,82.34,66.7,2.1,1.0,No,Yes,Enrolled,Enterprise,Medium,Electronic Check,One Year,Southeast,No
CUST00818,21,86.56,1890.68,,0.0,No,,,,,,Two Year,,No
CUST00819,11,65.88,818.7,32.3,0.0,No,Yes,Enrolled,Basic,Medium,Electronic Check,Two Year,Northeast,No
CUST00820,6,109.61,702.18,13.2,3.0,No,No,Enrolled,Enterprise,Low,Bank Transfer,Two Year,Southwest,No
CUST00821,1,69.27,,2.6,1.0,No,No,Not Enrolled,Basic,Low,Bank Transfer,Month-to-Month,Midwest,Yes
CUST00822,10,114.57,1100.51,18.6,1.0,Yes,Yes,Enrolled,Enterprise,Medium,Credit Card,Two Year,Northeast,No
CUST00823,5,94.51,,3.6,,No,,,,Low,Electronic Check,One Year,,No
CUST00824,53,87.97,4242.86,19.3,2.0,Yes,No,Not Enrolled,Standard,,Electronic Check,Month-to-Month,West,No
CUST00825,46,61.93,3069.08,2.2,0.0,No,No,Not Enrolled,Basic,,Credit Card,One Year,Northeast,Yes
CUST00826,25,52.42,1166.5,22.4,2.0,No,No,Not Enrolled,Standard,Low,Bank Transfer,Month-to-Month,Midwest,No
CUST00827,72,70.42,4730.55,2.6,0.0,No,Yes,Enrolled,Premium,Low,Credit Card,One Year,Midwest,No
CUST00828,22,71.25,1481.27,10.0,1.0,No,No,Not Enrolled,Premium,Medium,Credit Card,Two Year,Midwest,No
CUST00829,9,24.68,168.45,32.1,2.0,No,No,Not Enrolled,Standard,,Electronic Check,One Year,Southeast,No
CUST00830,25,59.36,1370.17,2.9,,Yes,Yes,Enrolled,Basic,Medium,Bank Transfer,One Year,West,No
CUST00831,32,34.99,1071.79,,0.0,No,Yes,Not Enrolled,Basic,Low,Credit Card,Two Year,Southwest,No
CUST00832,30,50.45,1579.06,,1.0,No,No,Enrolled,Standard,,,One Year,Southwest,No
CUST00833,2,54.36,130.27,8.6,2.0,No,Yes,Enrolled,Basic,Low,Credit Card,Two Year,Midwest,No
CUST00834,19,79.0,1617.2,4.7,0.0,No,No,Not Enrolled,Premium,,Bank Transfer,Month-to-Month,Northeast,No
CUST00835,26,58.8,1636.89,5.9,1.0,No,No,Enrolled,Basic,Low,,One Year,Northeast,No
CUST00836,49,93.24,4466.19,6.3,4.0,No,No,Enrolled,Premium,Medium,Bank Transfer,Two Year,West,No
CUST00837,55,77.71,4203.66,4.0,2.0,No,No,Enrolled,Premium,Medium,Credit Card,One Year,Southeast,No
CUST00838,72,110.6,7878.4,10.0,2.0,No,Yes,Enrolled,Enterprise,,Bank Transfer,One Year,Southeast,No
CUST00839,6,35.32,217.48,27.9,1.0,No,No,Not Enrolled,,,Bank Transfer,One Year,Northeast,Yes
CUST00840,8,91.08,657.32,2.9,2.0,Yes,Yes,Enrolled,Basic,,Bank Transfer,Month-to-Month,Northeast,Yes
CUST00841,5,27.0,135.61,9.7,1.0,No,No,Not Enrolled,Enterprise,Medium,Electronic Check,Month-to-Month,Northeast,Yes
CUST00842,67,61.56,3993.24,17.4,2.0,Yes,No,Not Enrolled,Standard,High,Bank Transfer,One Year,Northeast,No
CUST00843,4,50.38,,,1.0,No,,Enrolled,,,,Two Year,Midwest,No
CUST00844,39,91.92,3646.19,1.8,3.0,No,No,Enrolled,Premium,Medium,Credit Card,Month-to-Month,West,No
CUST00845,10,86.08,,4.2,,Yes,,Not Enrolled,Premium,Low,,Month-to-Month,,Yes
CUST00846,42,30.79,,,1.0,No,No,,,Low,,One Year,,No
CUST00847,7,20.0,200.95,16.7,0.0,Yes,No,Enrolled,Standard,Low,Credit Card,Month-to-Month,West,Yes
CUST00848,5,57.22,286.55,1.6,1.0,No,Yes,Enrolled,Basic,,Credit Card,Month-to-Month,Midwest,No
CUST00849,8,61.61,575.73,19.5,,No,Yes,Enrolled,Standard,,Bank Transfer,Month-to-Month,Southeast,No
CUST00850,27,58.64,1526.72,22.3,2.0,No,Yes,Enrolled,Standard,,Bank Transfer,Month-to-Month,Southwest,No
CUST00851,12,50.16,690.86,45.8,,No,No,Not Enrolled,Enterprise,Low,Bank Transfer,Month-to-Month,Southeast,No
CUST00852,8,139.25,,,,No,No,Not Enrolled,,Medium,,Two Year,,No
CUST00853,72,75.18,5244.04,15.1,3.0,No,Yes,Enrolled,Premium,Low,Credit Card,Two Year,Midwest,No
CUST00854,12,69.9,799.47,13.6,1.0,Yes,Yes,Enrolled,Standard,Low,Credit Card,Two Year,West,No
CUST00855,4,114.23,,,,No,No,,Enterprise,Low,Mailed Check,One Year,,No
CUST00856,26,83.89,2304.14,5.7,2.0,No,No,Not Enrolled,Enterprise,High,Mailed Check,One Year,Northeast,Yes
CUST00857,37,91.71,3296.29,2.0,2.0,No,No,Enrolled,Premium,,Electronic Check,Month-to-Month,West,No
CUST00858,15,78.43,1282.02,13.1,0.0,Yes,No,Enrolled,Enterprise,,Credit Card,One Year,West,No
CUST00859,4,55.32,249.54,5.2,2.0,Yes,Yes,Enrolled,Standard,,Credit Card,Two Year,Southeast,No
CUST00860,50,20.0,1047.67,5.5,1.0,No,No,Enrolled,Basic,,Credit Card,Month-to-Month,West,No
CUST00861,5,111.81,506.87,4.0,3.0,No,No,Enrolled,Enterprise,Low,Bank Transfer,Month-to-Month,Northeast,No
CUST00862,19,93.17,1885.77,11.6,3.0,No,Yes,Enrolled,Standard,Medium,Electronic Check,Month-to-Month,West,No
CUST00863,12,70.01,804.49,32.7,2.0,No,No,Enrolled,Enterprise,,Credit Card,Month-to-Month,Southeast,No
CUST00864,9,116.19,1096.92,27.9,,Yes,No,Enrolled,Enterprise,Low,Bank Transfer,One Year,West,No
CUST00865,24,83.28,1921.66,8.0,2.0,No,Yes,Not Enrolled,Standard,Medium,Bank Transfer,Month-to-Month,West,No
CUST00866,8,87.21,726.97,10.2,4.0,No,No,Not Enrolled,Enterprise,Low,Credit Card,Two Year,West,No
CUST00867,2,87.89,174.42,13.4,,No,No,Enrolled,,Low,Mailed Check,One Year,West,No
CUST00868,2,129.02,334.75,,,No,No,,,Medium,,Two Year,,No
CUST00869,34,57.86,2073.11,2.7,1.0,No,No,Enrolled,Standard,Medium,Electronic Check,One Year,Midwest,No
CUST00870,2,83.57,158.36,15.3,0.0,No,No,Enrolled,Standard,Low,Electronic Check,Month-to-Month,Southwest,No
CUST00871,3,94.47,321.59,3.0,2.0,Yes,No,Enrolled,Premium,Low,Bank Transfer,Month-to-Month,Southwest,Yes
CUST00872,72,61.43,4554.07,9.9,1.0,No,No,Not Enrolled,Basic,,Bank Transfer,Month-to-Month,Southwest,No
CUST00873,10,96.82,906.03,4.9,1.0,Yes,No,Enrolled,Standard,Low,Credit Card,Month-to-Month,Midwest,Yes
CUST00874,47,117.53,5267.55,3.7,2.0,No,Yes,Enrolled,Enterprise,,Electronic Check,Month-to-Month,Southwest,No
CUST00875,12,41.09,492.65,12.9,2.0,No,Yes,Not Enrolled,Basic,Medium,Electronic Check,Month-to-Month,Southwest,No
CUST00876,8,59.29,514.19,4.6,1.0,No,Yes,Enrolled,Standard,Low,Bank Transfer,One Year,Midwest,Yes
CUST00877,35,109.56,3637.23,6.8,1.0,Yes,No,Enrolled,Enterprise,Low,Mailed Check,Two Year,Southeast,No
CUST00878,3,41.59,89.93,18.3,2.0,No,Yes,Not Enrolled,Premium,Low,Electronic Check,One Year,Midwest,No
CUST00879,9,37.04,344.57,4.0,0.0,No,,Enrolled,Standard,Low,Credit Card,Month-to-Month,Southeast,Yes
CUST00880,30,72.77,2441.24,9.8,1.0,Yes,No,Enrolled,Premium,,Bank Transfer,One Year,Midwest,Yes
CUST00881,26,74.73,2151.75,16.5,2.0,No,No,Enrolled,Enterprise,,Mailed Check,One Year,West,No
CUST00882,72,95.6,6589.26,7.1,1.0,No,No,Not Enrolled,Premium,VIP,,Month-to-Month,Midwest,Yes
CUST00883,3,95.93,270.82,4.7,1.0,No,Yes,Enrolled,Premium,Low,,One Year,Midwest,No
CUST00884,5,80.57,401.2,4.6,2.0,No,Yes,Enrolled,Premium,Medium,Mailed Check,Two Year,Midwest,No
CUST00885,16,28.78,409.24,14.8,1.0,No,Yes,Enrolled,Basic,,Credit Card,Two Year,West,No
CUST00886,34,49.92,1678.08,19.3,0.0,Yes,Yes,Enrolled,Standard,Low,Credit Card,Month-to-Month,Southeast,Yes
CUST00887,2,50.03,100.02,3.2,1.0,No,No,Enrolled,,Medium,Mailed Check,Month-to-Month,Midwest,No
CUST00888,11,100.84,1076.83,15.1,1.0,No,Yes,Enrolled,Premium,Medium,Mailed Check,Two Year,West,No
CUST00889,68,46.08,3039.25,,2.0,No,Yes,Enrolled,Standard,High,Mailed Check,One Year,Southeast,No
CUST00890,3,97.32,329.55,2.1,3.0,Yes,No,Not Enrolled,Standard,Low,Credit Card,Month-to-Month,West,Yes
CUST00891,35,75.28,,,1.0,No,Yes,Enrolled,,Low,,One Year,,No
CUST00892,8,70.66,587.78,5.3,0.0,No,No,Enrolled,Premium,Low,Bank Transfer,Two Year,Southeast,No
CUST00893,19,40.1,671.19,5.8,1.0,Yes,No,Enrolled,Standard,,Electronic Check,Month-to-Month,Southeast,No
CUST00894,37,90.65,3626.88,6.6,3.0,Yes,No,Not Enrolled,Enterprise,,Credit Card,Two Year,West,No
CUST00895,9,107.58,1048.78,5.6,0.0,No,Yes,Not Enrolled,Premium,Low,Electronic Check,Month-to-Month,Midwest,No
CUST00896,16,20.0,417.98,8.7,2.0,Yes,No,Not Enrolled,Basic,,Mailed Check,Month-to-Month,West,No
CUST00897,13,52.75,848.42,4.2,2.0,No,No,Enrolled,Standard,,Electronic Check,Month-to-Month,Midwest,Yes
CUST00898,57,88.87,5527.95,12.9,2.0,Yes,No,Enrolled,Enterprise,Medium,Bank Transfer,One Year,West,No
CUST00899,8,111.86,837.1,3.2,0.0,No,No,Not Enrolled,Enterprise,Low,Credit Card,Two Year,Midwest,No
CUST00900,3,97.55,306.99,3.5,7.0,Yes,No,Enrolled,Premium,Low,Electronic Check,One Year,West,Yes
CUST00901,17,43.84,803.83,28.7,0.0,No,No,Enrolled,Basic,Low,Electronic Check,Month-to-Month,Southeast,Yes
CUST00902,42,81.29,3276.35,,5.0,No,No,Enrolled,Enterprise,,Credit Card,Month-to-Month,Southeast,No
CUST00903,35,81.1,2738.32,9.1,2.0,No,Yes,Enrolled,Premium,Medium,Mailed Check,Month-to-Month,Southeast,No
CUST00904,17,63.26,991.9,5.5,0.0,No,No,Enrolled,Standard,,Credit Card,Two Year,Midwest,No
CUST00905,4,94.94,349.69,19.3,0.0,No,No,Enrolled,Enterprise,Low,Credit Card,One Year,Midwest,Yes
CUST00906,4,105.18,420.88,5.9,2.0,No,Yes,Not Enrolled,Premium,Medium,Bank Transfer,One Year,Southeast,Yes
CUST00907,13,81.82,1161.24,14.3,2.0,Yes,No,Not Enrolled,Premium,High,Bank Transfer,One Year,West,No
CUST00908,14,81.03,1133.13,25.7,,No,No,Enrolled,Premium,Low,Credit Card,Month-to-Month,West,No
CUST00909,15,103.7,1383.13,7.7,2.0,No,Yes,Not Enrolled,Enterprise,Low,Bank Transfer,Month-to-Month,Midwest,No
CUST00910,29,107.54,3014.14,6.7,1.0,No,No,Enrolled,Enterprise,Low,Bank Transfer,Month-to-Month,Southwest,No
CUST00911,47,26.45,1315.04,3.2,0.0,No,No,Enrolled,Standard,High,Credit Card,One Year,West,No
